"crop","country","region","latitude","longitude","current_average_temperature_point_coordinate_d_c","current_annual_precipitation_mm_point_coordinate","global_delta_t_from_pre_industrial_period","annual_precipitation_change_each_study_mm","climate_scenario","future_mid_point","projected_yield_t_ha","climate_impacts","local_delta_t","drought_index"
"Maize","United States","North America",42.4,-85.4,10.54095936,1053.005535,4,137.25,"RCP6.0",2090,3.3817869,-39.3945,4,0.130341195215085
"Maize","United States","North America",42.4,-85.4,10.54095936,1053.005535,4,137.25,"RCP6.0",2090,4.14269244,-25.7582,4,0.130341195215085
"Maize","United States","North America",42.4,-85.4,10.54095936,1053.005535,4,137.25,"RCP6.0",2090,6.76366866,21.2127,4,0.130341195215085
"Maize","United States","North America",42.4,-85.4,10.54095936,1053.005535,4,137.25,"RCP6.0",2090,3.81150828,-31.6934,4,0.130341195215085
"Maize","United States","North America",42.4,-85.4,10.54095936,1053.005535,4,137.25,"RCP6.0",2090,4.57376976,-18.0328,4,0.130341195215085
"Maize","United States","North America",42.4,-85.4,10.54095936,1053.005535,4,137.25,"RCP6.0",2090,6.7081644,20.218,4,0.130341195215085
"Maize","Iran","Asia",36.27,49.99,13.29172039,297.5047045,1.58,-54.1,"RCP2.6",2028,9.68,-3.2,NA,-0.181845863886163
"Maize","Iran","Asia",36.27,49.99,13.29172039,297.5047045,1.99,-33.7,"RCP2.6",2053,9.85,-1.47,NA,-0.113275519648127
"Maize","Iran","Asia",36.27,49.99,13.29172039,297.5047045,1.98,-27.9,"RCP2.6",2078,10.2,1.99,NA,-0.093780029619666
"Maize","Iran","Asia",36.27,49.99,13.29172039,297.5047045,1.73,-31.7,"RCP8.5",2028,10.02,0.18,NA,-0.106552936879692
"Maize","Iran","Asia",36.27,49.99,13.29172039,297.5047045,2.89,-27.6,"RCP8.5",2053,9.68,-3.22,NA,-0.0927716422044008
"Maize","Iran","Asia",36.27,49.99,13.29172039,297.5047045,4.27,-8.3,"RCP8.5",2078,9.33,-6.7,NA,-0.0278987184890046
"Maize","China","Asia",50,125,0.377990544,493.2368841,2.08,NA,"RCP4.5",2050,9.108,34.31,NA,NA
"Maize","China","Asia",50,125,0.377990544,493.2368841,1.92,NA,"RCP6.0",2050,8.52,25.65,NA,NA
"Maize","China","Asia",35.7306,107.651,11.05548096,566.8358991,1.82,-7.01753,"RCP4.5",2055,NA,-6.7,1.47,-0.0123801791861492
"Maize","China","Asia",35.7306,107.651,11.05548096,566.8358991,2.42,-16.4912,"RCP8.5",2055,NA,-28.2,2.61,-0.0290934290262563
"Maize","China","Asia",35.7306,107.651,11.05548096,566.8358991,2.21,-0.8772,"RCP4.5",2085,NA,-12.2,1.78,-0.00154753783483506
"Maize","China","Asia",35.7306,107.651,11.05548096,566.8358991,3.81,-11.0526,"RCP8.5",2085,NA,-37.7,2.96,-0.0194987650174396
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,1.93,NA,"RCP2.6",2089,1.312894,-17,1.05,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,2.68,NA,"RCP4.5",2089,1.312894,-17,2,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,4.83,NA,"RCP8.5",2089,0.885808,-44,4.65,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,1.93,NA,"RCP2.6",2089,1.42362,-10,1.05,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,2.68,NA,"RCP4.5",2089,1.297076,-18,2,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,4.83,NA,"RCP8.5",2089,0.854172,-46,4.65,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,1.93,NA,"RCP2.6",2089,1.391984,-12,1.05,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,2.68,NA,"RCP4.5",2089,1.281258,-19,2,NA
"Maize","Benin","Africa",10.82,1.06861,28.72191429,1192.694853,4.83,NA,"RCP8.5",2089,0.838354,-47,4.65,NA
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.05,-83.3,"RCP4.5",2050,NA,-7.03,1.8,-0.061731560642032
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.6,-86.3,"RCP8.5",2050,NA,-17.12,2.5,-0.0639547861153344
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.05,-83.3,"RCP4.5",2050,NA,-10.08,1.8,-0.061731560642032
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.6,-86.3,"RCP8.5",2050,NA,-16.17,2.5,-0.0639547861153344
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.05,-55.9,"RCP4.5",2050,NA,-4.09,1.8,-0.0414261013192027
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.6,-55.9,"RCP8.5",2050,NA,-9.81,2.5,-0.0414261013192027
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.05,-55.9,"RCP4.5",2050,NA,-2.44,1.8,-0.0414261013192027
"Maize","Brazil","Central and South America",-22.708,-47.642,22.73293114,1349.3908,2.6,-55.9,"RCP8.5",2050,NA,-4.97,2.5,-0.0414261013192027
"Maize","Senegal","Africa",13.7437,15.7733,29.74728012,467.4955607,1.69,NA,"RCP4.5",2054,0.780824,-16.4,1.43,NA
"Maize","Senegal","Africa",13.7437,15.7733,29.74728012,467.4955607,2.56,NA,"RCP8.5",2054,0.730388,-21.8,1.88,NA
"Maize","Ghana","Africa",10.89,1.09,28.72191429,1192.694853,1.82,NA,"RCP4.5",2054,1.059288,-12.6,1.5,NA
"Maize","Ghana","Africa",10.89,1.09,28.72191429,1192.694853,2.58,NA,"RCP8.5",2054,0.98172,-19,2.19,NA
"Maize","Ghana","Africa",9.4,0.84,27.96080208,1305.798332,2.17,NA,"RCP4.5",2054,1.590848,-15.2,1.51,NA
"Maize","Ghana","Africa",9.4,0.84,27.96080208,1305.798332,2.8,NA,"RCP8.5",2054,1.376984,-26.6,2.19,NA
"Maize","China","Asia",40.12,120.42,9.990163803,589.4847878,1.5,NA,"RCP2.6",2030,NA,-9.95,0.89,NA
"Maize","China","Asia",40.12,120.42,9.990163803,589.4847878,1.5,NA,"RCP4.5",2051,NA,-9.95,0.89,NA
"Maize","China","Asia",40.12,120.42,9.990163803,589.4847878,2,NA,"RCP4.5",2070,NA,-18.85,1.39,NA
"Maize","China","Asia",40.12,120.42,9.990163803,589.4847878,2,NA,"RCP6.0",2075,NA,-18.85,1.39,NA
"Maize","China","Asia",38.36,100.18,-3.846287727,415.3183086,1.27,NA,"RCP4.5",2030,0.4878788,-60.45,NA,NA
"Maize","China","Asia",38.36,100.18,-3.846287727,415.3183086,1.98,NA,"RCP4.5",2060,0.5878788,-49.86,NA,NA
"Maize","China","Asia",38.36,100.18,-3.846287727,415.3183086,2.43,NA,"RCP4.5",2088,0.7484848,-40.13,NA,NA
"Maize","China","Asia",38.36,100.18,-3.846287727,415.3183086,1.43,NA,"RCP8.5",2030,0.630303,-55.03,NA,NA
"Maize","China","Asia",38.36,100.18,-3.846287727,415.3183086,2.61,NA,"RCP8.5",2060,0.9424242,-48.59,NA,NA
"Maize","China","Asia",38.36,100.18,-3.846287727,415.3183086,3.96,NA,"RCP8.5",2088,1.3090909,-21.17,NA,NA
"Maize","China","Asia",35.26,107.5,11.13273907,595.6590436,1.27,NA,"RCP4.5",2030,0.6233766,-1.26,NA,NA
"Maize","China","Asia",35.26,107.5,11.13273907,595.6590436,1.98,NA,"RCP4.5",2060,0.5729128,-7.92,NA,NA
"Maize","China","Asia",35.26,107.5,11.13273907,595.6590436,2.43,NA,"RCP4.5",2088,0.5491651,-10.09,NA,NA
"Maize","China","Asia",35.26,107.5,11.13273907,595.6590436,1.43,NA,"RCP8.5",2030,0.6085343,-4.33,NA,NA
"Maize","China","Asia",35.26,107.5,11.13273907,595.6590436,2.61,NA,"RCP8.5",2060,0.5254174,-16.19,NA,NA
"Maize","China","Asia",35.26,107.5,11.13273907,595.6590436,3.96,NA,"RCP8.5",2088,0.412616,-33.5,NA,NA
"Maize","China","Asia",43.538,124.85,6.966985703,567.0704042,1.27,NA,"RCP4.5",2030,0.9264822,18.51,NA,NA
"Maize","China","Asia",43.538,124.85,6.966985703,567.0704042,1.98,NA,"RCP4.5",2060,0.8158103,6.37,NA,NA
"Maize","China","Asia",43.538,124.85,6.966985703,567.0704042,2.43,NA,"RCP4.5",2088,0.743083,-5.14,NA,NA
"Maize","China","Asia",43.538,124.85,6.966985703,567.0704042,1.43,NA,"RCP8.5",2030,1.0023715,28.88,NA,NA
"Maize","China","Asia",43.538,124.85,6.966985703,567.0704042,2.61,NA,"RCP8.5",2060,0.8632411,11.38,NA,NA
"Maize","China","Asia",43.538,124.85,6.966985703,567.0704042,3.96,NA,"RCP8.5",2088,0.6703557,-14.66,NA,NA
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,1.5,8.2900681966664,"RCP8.5",2063,NA,1.5,0.6,0.018056
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,2,0,"RCP8.5",2063,NA,0.26667,1.4,0
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,2.5,3.1882052258336,"RCP8.5",2063,NA,-1.3,2.2,0.006944
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,3,6.3768695826041,"RCP8.5",2063,NA,-5.13333,3,0.013889
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,1.5,8.2900681966664,"RCP8.5",2063,NA,3.4,0.6,0.018056
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,2,0,"RCP8.5",2063,NA,4.36667,1.4,0
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,2.5,3.1882052258336,"RCP8.5",2063,NA,4.83333,2.2,0.006944
"Maize","Canada","North America",52.121,-107.607,2.926283598,459.1309369,3,6.3768695826041,"RCP8.5",2063,NA,2.86667,3,0.013889
"Maize","Iran","Asia",31,49,25.92520523,188.703057,1.86,-8.762508,"RCP4.5",2055,NA,-4.21,2.32,-0.0464354321509481
"Maize","Iran","Asia",31,49,25.92520523,188.703057,2.37,1.434087,"RCP8.5",2055,NA,-8.4,3.25,0.00759970200164802
"Maize","China","Asia",36,116.95,14.84458733,862.6805704,1.39,NA,"RCP4.5",2035,4.8707,-9.2,NA,NA
"Maize","China","Asia",36,116.95,14.84458733,862.6805704,1.51,NA,"RCP8.5",2035,3.8996,-27.3,NA,NA
"Maize","United States","North America",34,-85,16.35876846,1346.181513,1.54,NA,"RCP4.5",2030,10.033,-18.8679,0.61,NA
"Maize","United States","North America",34,-85,16.35876846,1346.181513,1.65,NA,"RCP8.5",2030,10.168,-16.9811,0.99,NA
"Maize","China","Asia",36.58,117.16,14.74315262,762.0412846,1.5,NA,"RCP2.6",2110,NA,-0.1,0.93,NA
"Maize","China","Asia",36.58,117.16,14.74315262,762.0412846,2,NA,"RCP4.5",2110,NA,-2.6,1.55,NA
"Maize","China","Asia",36.58,117.16,14.74315262,762.0412846,1.5,NA,"RCP2.6",2110,NA,0.2,0.93,NA
"Maize","China","Asia",36.58,117.16,14.74315262,762.0412846,2,NA,"RCP4.5",2110,NA,-1.7,1.55,NA
"Maize","Benin","Africa",9.35,2.61,28.13766861,1162.250174,1.49,NA,"RCP2.6",2045,6.7608,-6.1,NA,NA
"Maize","Benin","Africa",9.35,2.61,28.13766861,1162.250174,1.52,NA,"RCP2.6",2085,5.9544,-17.3,NA,NA
"Maize","Benin","Africa",9.35,2.61,28.13766861,1162.250174,2.03,NA,"RCP8.5",2045,6.3936,-11.2,NA,NA
"Maize","Benin","Africa",9.35,2.61,28.13766861,1162.250174,4.48,NA,"RCP8.5",2085,4.104,-43,NA,NA
"Maize","Sudan Savanna","Africa",23,-102,17.62471199,477.7248831,1.5,-31.6666666666667,"RCP2.6",2025,NA,-1.0294,0.9,-0.0662864083218333
"Maize","Sudan Savanna","Africa",23,-102,17.62471199,477.7248831,2,-28.6666666666667,"RCP4.5",2050,NA,-3.2353,1.37,-0.0600066433229228
"Maize","Sudan Savanna","Africa",23,-102,17.62471199,477.7248831,1.5,-31.6666666666667,"RCP2.6",2024,NA,-5,0.9,-0.0662864083218333
"Maize","Sudan Savanna","Africa",23,-102,17.62471199,477.7248831,2,-28.6666666666667,"RCP4.5",2050,NA,-8.9706,1.37,-0.0600066433229228
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,2.53,26,"RCP4.5",2055,7.5191,-15,2.8,0.0285519417080589
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,2.98,20,"RCP4.5",2085,6.6345,-25,3.5,0.0219630320831222
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,3.23,136,"RCP8.5",2055,6.89988,-22,3.4,0.149348618165231
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,4.93,97,"RCP8.5",2085,5.21914,-41,5.7,0.106520705603143
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,2.53,26,"RCP4.5",2055,7.25372,-18,2.8,0.0285519417080589
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,2.98,20,"RCP4.5",2085,6.6345,-25,3.5,0.0219630320831222
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,3.23,136,"RCP8.5",2055,6.54604,-26,3.4,0.149348618165231
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,4.93,97,"RCP8.5",2085,4.95376,-44,5.7,0.106520705603143
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,2.53,26,"RCP4.5",2055,10.341,20.9581,2.8,0.0285519417080589
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,2.98,20,"RCP4.5",2085,9.112,6.58683,3.5,0.0219630320831222
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,3.23,136,"RCP8.5",2055,9.266,8.38323,3.4,0.149348618165231
"Maize","Canada","North America",42.216,-82.7303,10.14828014,910.6210802,4.93,97,"RCP8.5",2085,7.269,-14.9701,5.7,0.106520705603143
"Maize","China","Asia",37.4,103.21,1.489925265,335.8746554,2.3,NA,"RCP4.5",2050,11.889,0.651,2.44,NA
"Maize","China","Asia",37.4,103.21,1.489925265,335.8746554,2.45,NA,"RCP8.5",2050,11.049,-6.45,2.94,NA
"Maize","China","Asia",37.4,103.21,1.489925265,335.8746554,2.3,NA,"RCP4.5",2050,11.925,-0.4,2.44,NA
"Maize","China","Asia",37.4,103.21,1.489925265,335.8746554,2.45,NA,"RCP8.5",2050,11.069,-7.55,2.94,NA
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,2.08,178,"RCP2.6",2100,0.63751,-6.2,NA,0.35405615755566
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,3.23,179,"RCP4.5",2100,0.65908,-3,NA,0.35604523709249
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,5.35,235,"RCP8.5",2100,0.59068,-13.1174,NA,0.467433691154944
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,2.08,178,"RCP2.6",2100,0.64511,-5.1135,NA,0.35405615755566
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,3.23,179,"RCP4.5",2100,0.66687,-1.91069,NA,0.35604523709249
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,5.35,235,"RCP8.5",2100,0.59639,-12.2775,NA,0.467433691154944
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,2.08,178,"RCP2.6",2100,0.70357,3.48748,NA,0.35405615755566
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,3.23,179,"RCP4.5",2100,0.74138,9.04892,NA,0.35604523709249
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,5.35,235,"RCP8.5",2100,0.6631,-2.46521,NA,0.467433691154944
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,2.08,178,"RCP2.6",2100,0.66329,-2.43727,NA,0.35405615755566
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,3.23,179,"RCP4.5",2100,0.70339,3.46101,NA,0.35604523709249
"Maize","China","Asia",40.2227,116.256,11.27461815,502.7451047,5.35,235,"RCP8.5",2100,0.62554,-7.98988,NA,0.467433691154944
"Maize","Mexico","Central and South America",23.6345,-102.553,17.80414963,397.6746156,1.57,9.9,"RCP2.6",2100,NA,0.05,NA,0.0248947245100449
"Maize","Mexico","Central and South America",23.6345,-102.553,17.80414963,397.6746156,2.49,-15.4,"RCP4.5",2100,NA,-3.8,NA,-0.0387251270156254
"Maize","Mexico","Central and South America",23.6345,-102.553,17.80414963,397.6746156,2.93,-50.3,"RCP6.0",2100,NA,-8.4,NA,-0.126485317460127
"Maize","Mexico","Central and South America",23.6345,-102.553,17.80414963,397.6746156,4.94,-97.5,"RCP8.5",2100,NA,-10.5,NA,-0.245175317144382
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,1.84,-1.2536,"RCP4.5",2055,7.6694992716,-4.131259105,2,-0.00899297196371549
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,2.35,5.0144,"RCP8.5",2055,7.6424568642,-4.46928919749999,2.65,0.0359718878548619
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,1.84,-1.2536,"RCP4.5",2055,7.573336,-5.3333,2,-0.00899297196371549
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,2.35,5.0144,"RCP8.5",2055,7.546664,-5.6667,2.65,0.0359718878548619
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,1.84,-1.2536,"RCP4.5",2055,7.1694257284,-10.382178395,2,-0.00899297196371549
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,2.35,5.0144,"RCP8.5",2055,7.1526371852,-10.592035185,2.65,0.0359718878548619
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,1.84,-1.2536,"RCP4.5",2055,8.0042429136,-6.4444,2.15,-0.00899297196371549
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,2.35,5.0144,"RCP8.5",2055,7.9852238148,-6.6667,3.2,0.0359718878548619
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,1.84,-1.2536,"RCP4.5",2055,8.5846788642,0.339881062695779,2.15,-0.00899297196371549
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,2.35,5.0144,"RCP8.5",2055,8.5036902963,-0.60673364463042,3.2,0.0359718878548619
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,1.84,-1.2536,"RCP4.5",2055,8.0993041852,-5.33329999999999,2.15,-0.00899297196371549
"Maize","Iran","Asia",30.339,48.3,26.26922798,139.3977436,2.35,5.0144,"RCP8.5",2055,8.0612745432,-5.7778,3.2,0.0359718878548619
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,1.84,5.493125,"RCP4.5",2055,7.3691491748,0.144719369436719,2.25,0.0291098887709063
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,2.35,-3.2725,"RCP8.5",2055,7.3691491748,0.144719369436719,3,-0.0173420613954336
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,1.84,5.493125,"RCP4.5",2055,6.950309288,-5.54720000000001,2.25,0.0291098887709063
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,2.35,-3.2725,"RCP8.5",2055,6.933649644,-5.7736,3,-0.0173420613954336
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,1.84,5.493125,"RCP4.5",2055,6.8844043617,-6.44282990147449,2.25,0.0291098887709063
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,2.35,-3.2725,"RCP8.5",2055,6.8680010025,-6.66574706122173,3,-0.0173420613954336
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,1.84,5.493125,"RCP4.5",2055,7.0419446885,-4.3019,2.5,0.0291098887709063
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,2.35,-3.2725,"RCP8.5",2055,6.966968932,-5.32080000000001,3.75,-0.0173420613954336
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,1.84,5.493125,"RCP4.5",2055,8.0388321552,9.24552769178499,2.5,0.0291098887709063
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,2.35,-3.2725,"RCP8.5",2055,7.9619412816,8.20060177481825,3.75,-0.0173420613954336
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,1.84,5.493125,"RCP4.5",2055,7.6191367725,3.5419823673303,2.5,0.0291098887709063
"Maize","Iran","Asia",31.32,48.669,25.92520523,188.703057,2.35,-3.2725,"RCP8.5",2055,7.5736353528,2.92363053339675,3.75,-0.0173420613954336
"Maize","Iran","Asia",30.59,50.24,22.8344593,441.9969244,1.84,1.7920012,"RCP4.5",2055,8.9759513679,5.86970699196772,2.15,0.00405432956899553
"Maize","Iran","Asia",30.59,50.24,22.8344593,441.9969244,2.35,-3.9098208,"RCP8.5",2055,8.9759513679,5.86970699196772,2.85,-0.00884580996871751
"Maize","Iran","Asia",30.59,50.24,22.8344593,441.9969244,1.84,1.7920012,"RCP4.5",2055,8.0869925418,-4.6154,2.15,0.00405432956899553
"Maize","Iran","Asia",30.59,50.24,22.8344593,441.9969244,2.35,-3.9098208,"RCP8.5",2055,8.0869925418,-4.6154,2.85,-0.00884580996871751
"Maize","Iran","Asia",30.59,50.24,22.8344593,441.9969244,1.84,1.7920012,"RCP4.5",2055,7.4348,-12.3078919122937,2.15,0.00405432956899553
